"Township","Area","State","Median_Price","Median_PSF","Transactions","Multi_Type","Primary_Type","Freehold","Leasehold","Primary_Tenure","Log_Median_Price","Log_Median_PSF","Log_Transactions"
"danau idaman","taman desa","kuala lumpur",395000,422,17,0,"condominium",0,1,0,12.8866410438833,6.04500531403601,2.83321334405622
"pangsapuri wira","cheras","selangor",256000,313,17,0,"apartment",1,0,1,12.4529327234617,5.74620319054015,2.83321334405622
"mewah view luxurious apartments","tampoi","johor",4e+05,292,17,0,"apartment",1,0,1,12.8992198260901,5.67675380226828,2.83321334405622
"sunny ville condominium","gelugor","penang",390000,420,17,0,"condominium",1,0,1,12.8739020181058,6.04025471127741,2.83321334405622
"taman desa relau 2","relau","penang",290000,385,17,0,"apartment",1,0,1,12.5776362019627,5.95324333428778,2.83321334405622
"seri mengkuang","gelang patah","johor",180000,226,17,0,"apartment",0,1,0,12.1007121298723,5.42053499927229,2.83321334405622
"endah villa","sri petaling","kuala lumpur",360000,319,17,0,"condominium",0,1,0,12.7938593104323,5.76519110278484,2.83321334405622
"pangsapuri nusa indah","bukit mertajam","penang",130000,173,17,0,"apartment",1,0,1,11.7752897294377,5.15329159449778,2.83321334405622
"impiana","iskandar puteri (nusajaya)","johor",460000,415,17,0,"apartment",1,0,1,13.0389817684653,6.0282785202307,2.83321334405622
"d'cassia","semenyih","selangor",260000,306,17,0,"apartment",1,0,1,12.4684369099977,5.72358510195238,2.83321334405622
"angkasa apartment","kota kinabalu","sabah",3e+05,353,17,0,"apartment",0,1,0,12.6115377536383,5.8664680569333,2.83321334405622
"desa palma","nilai","negeri sembilan",180000,228,17,0,"apartment",1,0,1,12.1007121298723,5.42934562895444,2.83321334405622
"taman soga","batu pahat","johor",85000,138,17,0,"flat",1,0,1,11.3504065354725,4.92725368515721,2.83321334405622
"menara u","shah alam","selangor",335000,586,17,0,"service residence",0,1,0,12.7218858108072,6.37331978957701,2.83321334405622
"desa green","taman desa","kuala lumpur",480000,624,17,0,"service residence",1,0,1,13.0815413828841,6.43615036836943,2.83321334405622
"menara menjalara","bandar menjalara","kuala lumpur",430000,400,17,0,"condominium",1,0,1,12.9715404876697,5.99146454710798,2.83321334405622
"kenari","skudai","johor",130000,198,17,0,"flat",1,0,1,11.7752897294377,5.28826703069454,2.83321334405622
"flat bukit indah","iskandar puteri (nusajaya)","johor",2e+05,266,17,0,"flat",1,0,1,12.2060726455302,5.5834963087817,2.83321334405622
"idaman senibong","permas jaya","johor",290000,344,17,0,"apartment",0,1,0,12.5776362019627,5.8406416573734,2.83321334405622
"taman anika","melaka city","melaka",78000,138,17,0,"flat",0,1,0,11.2644641056717,4.92725368515721,2.83321334405622
"verve suites","mont kiara","kuala lumpur",719000,885,17,0,"service residence",1,0,1,13.4856166367032,6.78558764500793,2.83321334405622
"permas ville apartment","permas jaya","johor",4e+05,345,17,0,"apartment",1,0,1,12.8992198260901,5.84354441703136,2.83321334405622
"perdana exclusive","damansara perdana","selangor",340000,380,17,0,"condominium",0,1,0,12.7367008965923,5.94017125272043,2.83321334405622
"leader garden","tanjung bungah","penang",440000,396,17,0,"condominium",1,0,1,12.9945300058944,5.98141421125448,2.83321334405622
"saujana apartment","damansara damai","selangor",220000,275,17,0,"apartment",0,1,0,12.3013828253345,5.61677109766657,2.83321334405622
"the sky executive suites","iskandar puteri (nusajaya)","johor",460000,433,17,0,"service residence",1,0,1,13.0389817684653,6.07073772800249,2.83321334405622
"apartment seri tulip","serendah","selangor",160000,198,17,0,"apartment",1,0,1,11.982929094216,5.28826703069454,2.83321334405622
"taman permaipura","bedong","kedah",362000,246,16,0,"terrace house",1,0,1,12.7993994908079,5.50533153593236,2.77258872223978
"taman bukit indah","ulu klang","selangor",717500,548,16,1,"bungalow",0,1,0,13.4835282266159,6.30627528694802,2.77258872223978
"taman tunku maheran","jitra","kedah",255000,168,16,0,"terrace house",1,0,1,12.4490188241406,5.12396397940326,2.77258872223978
"ss14","subang jaya","selangor",869000,390,16,1,"semi d",1,0,1,13.6750984042475,5.96614673912369,2.77258872223978
"m residence","rawang","selangor",623400,360,16,0,"terrace house",1,0,1,13.3429436463154,5.88610403145016,2.77258872223978
"taman pengkalan minyak damai","ayer molek","melaka",337834,129,16,1,"terrace house",1,0,1,12.7303099295638,4.85981240436167,2.77258872223978
"hijayu 1","bandar sri sendayan","negeri sembilan",5e+05,283,16,0,"terrace house",1,0,1,13.1223633774043,5.64544689764324,2.77258872223978
"prima pahang kampung batu 6, lepar","kuantan","pahang",152660,51,16,1,"bungalow",0,1,0,11.9359685053525,3.93182563272433,2.77258872223978
"alam suria, puncak alam","bandar puncak alam","selangor",522500,288,16,1,"terrace house",0,1,0,13.1663802628211,5.66296048013595,2.77258872223978
"seremban forest heights","ampangan","negeri sembilan",637500,412,16,0,"terrace house",1,0,1,13.3653095560147,6.02102334934953,2.77258872223978
"taman colonial","raub","pahang",470000,285,16,0,"terrace house",1,0,1,13.0604879736862,5.65248918026865,2.77258872223978
"taman puchong lagenda","puchong","selangor",1365000,947,16,0,"terrace house",0,1,0,14.1266649866012,6.85329909318608,2.77258872223978
"yarra park (eastfield)","sungai petani","kedah",405900,207,16,0,"terrace house",1,0,1,12.913862102827,5.33271879326537,2.77258872223978
"p/l : 10139","kuantan","pahang",350000,183,16,0,"terrace house",1,0,1,12.7656884334656,5.20948615284142,2.77258872223978
"taman desa skudai","skudai","johor",455000,222,16,0,"terrace house",1,0,1,13.0280526979331,5.40267738187228,2.77258872223978
"taman riang (spu)","butterworth","penang",1044400,638,16,0,"terrace house",1,0,1,13.8589531158071,6.45833828334479,2.77258872223978
"taman sentosa perdana","klang","selangor",539000,409,16,0,"terrace house",1,0,1,13.1974708498911,6.0137151560428,2.77258872223978
"taman desa damai","bentong","pahang",240000,192,16,0,"terrace house",1,0,1,12.3883942023241,5.25749537202778,2.77258872223978
"bandar lahat mines","lahat","perak",499440,232,16,0,"cluster house",0,1,0,13.1212427497356,5.44673737166631,2.77258872223978
"taman cempaka (telui kiri)","teloi kiri","kedah",180000,118,16,0,"terrace house",1,0,1,12.1007121298723,4.77068462446567,2.77258872223978
"taman sri gedong","sungai petani","kedah",232500,159,16,0,"terrace house",1,0,1,12.3566455040095,5.06890420222023,2.77258872223978
"taman puchong prima","puchong","selangor",562500,451,16,0,"terrace house",1,0,1,13.2401464130607,6.11146733950268,2.77258872223978
"cahaya alam","shah alam","selangor",1209750,533,16,0,"terrace house",0,1,0,14.0059242846556,6.27852142416584,2.77258872223978
"saujana perdana","ijok","selangor",5e+05,410,16,0,"terrace house",0,1,0,13.1223633774043,6.01615715969835,2.77258872223978
"taman bagan","butterworth","penang",655000,389,16,0,"terrace house",1,0,1,13.3923905146174,5.96357934361845,2.77258872223978
"taman sri bunut","tanjong duabelas","selangor",669000,328,16,0,"terrace house",1,0,1,13.4135393391104,5.79301360838414,2.77258872223978
"seksyen 32, shah alam","shah alam","selangor",487500,316,16,1,"semi d",1,0,1,13.09704556942,5.75574221358691,2.77258872223978
"lake field - meadows & glades","sungai besi","kuala lumpur",1325000,751,16,0,"terrace house",0,1,0,14.0969230174025,6.62140565176413,2.77258872223978
"taman tropika, jementah","jementah","johor",385000,241,16,0,"terrace house",1,0,1,12.8609986132699,5.48479693349065,2.77258872223978
"taman sri paloh","paloh","johor",308000,200,16,1,"terrace house",1,0,1,12.6378550619557,5.29831736654804,2.77258872223978
"taman apas permai","tawau","sabah",195000,117,16,0,"terrace house",0,1,0,12.1807548375459,4.76217393479776,2.77258872223978
"taman jawi jaya","sungai jawi","penang",459000,195,16,0,"semi d",1,0,1,13.0368054890427,5.27299955856375,2.77258872223978
"bandar baru barat","kampar","perak",3e+05,270,16,0,"terrace house",0,1,0,12.6115377536383,5.59842195899838,2.77258872223978
"bandar baru segari","lumut","perak",328000,156,16,0,"cluster house",0,1,0,12.7007688873663,5.04985600724954,2.77258872223978
"luyang perdana","kota kinabalu","sabah",1040000,537,16,1,"town house",0,1,0,13.8547312711176,6.28599809450886,2.77258872223978
"taman indah permai","kota kinabalu","sabah",520000,335,16,0,"terrace house",0,1,0,13.1615840905576,5.81413053182507,2.77258872223978
"taman batu pahat","batu pahat","johor",3e+05,167,16,1,"terrace house",1,0,1,12.6115377536383,5.11799381241676,2.77258872223978
"taman selaseh","batu caves","selangor",550000,340,16,0,"terrace house",0,1,0,13.2176735572087,5.82894561761021,2.77258872223978
"taman jaya utama","telok panglima garang","selangor",385000,302,16,0,"terrace house",1,0,1,12.8609986132699,5.71042701737487,2.77258872223978
"taman kulim utama","kulim","kedah",490000,232,16,1,"terrace house",1,0,1,13.1021606700868,5.44673737166631,2.77258872223978
"taman nusa perintis ii","iskandar puteri (nusajaya)","johor",498500,409,16,0,"terrace house",1,0,1,13.119358868384,6.0137151560428,2.77258872223978
"country heights","kajang","selangor",499500,346,16,1,"town house",1,1,1,13.1213628770707,5.84643877505772,2.77258872223978
"taman cahaya suria","alor setar","kedah",311111,206,16,1,"terrace house",1,0,1,12.6479050406663,5.32787616878958,2.77258872223978
"taman muzaffar shah","bukit katil","melaka",280000,172,16,1,"terrace house",0,1,0,12.5425448821514,5.14749447681345,2.77258872223978
"taman mutiara mas","skudai","johor",959000,420,16,0,"cluster house",0,1,0,13.7736463538656,6.04025471127741,2.77258872223978
"taman austin heights","tebrau","johor",1200000,442,16,0,"cluster house",1,0,1,13.9978321147582,6.0913098820777,2.77258872223978
"taman gadong bahagia","balai panjang","melaka",312000,203,16,0,"terrace house",1,0,1,12.6507584667916,5.31320597904179,2.77258872223978
"taman flora","kuala kedah","kedah",421925,189,16,1,"semi d",1,0,1,12.9525828521047,5.24174701505964,2.77258872223978
"taman sri putra","banting","selangor",342500,220,16,0,"terrace house",1,1,1,12.7440269366844,5.39362754635236,2.77258872223978
"taman setiawangsa","setiawangsa","kuala lumpur",1140000,593,16,0,"terrace house",1,0,1,13.9465388203707,6.38519439899773,2.77258872223978
"tropicana indah resort homes","kota damansara","selangor",2400000,630,16,1,"terrace house",0,1,0,14.6909792953182,6.44571981938558,2.77258872223978
"taman guar perahu (taman berkat)","kubang semang","penang",292500,241,16,0,"terrace house",1,0,1,12.586219945654,5.48479693349065,2.77258872223978
"taman pelangi semenyih 2","beranang","selangor",505000,338,16,0,"terrace house",1,0,1,13.1323137082575,5.82304589548302,2.77258872223978
"hijayu 3","bandar sri sendayan","negeri sembilan",505000,277,16,0,"terrace house",1,0,1,13.1323137082575,5.62401750618734,2.77258872223978
"flat daisy","masai","johor",138000,193,16,0,"flat",0,1,0,11.8350089641393,5.26269018890489,2.77258872223978
"symphony heights (simfoni heights)","batu caves","selangor",380000,380,16,0,"condominium",0,1,0,12.8479265317026,5.94017125272043,2.77258872223978
"sinar bukit dumbar","jelutong","penang",305000,436,16,0,"apartment",1,0,1,12.6280670555895,6.07764224334903,2.77258872223978
"tanjong puteri apartment","pasir gudang","johor",170000,177,16,0,"apartment",1,0,1,12.0435537160324,5.17614973257383,2.77258872223978
"nilai 3","nilai","negeri sembilan",1e+05,135,16,0,"apartment",1,0,1,11.5129254649702,4.90527477843843,2.77258872223978
"sentrovue","shah alam","selangor",3e+05,356,16,0,"service residence",0,1,0,12.6115377536383,5.87493073085203,2.77258872223978
"sri angkasa apartment","klang","selangor",143000,221,16,0,"flat",1,0,1,11.870599909242,5.39816270151775,2.77258872223978
"gambier heights","gelugor","penang",345000,486,16,0,"apartment",1,0,1,12.7512996960135,6.18620862390049,2.77258872223978
"platinum lake pv 16","setapak","kuala lumpur",520000,364,16,0,"condominium",0,1,0,13.1615840905576,5.89715386763674,2.77258872223978
"sejati ujana","sandakan","sabah",2e+05,292,16,0,"apartment",0,1,0,12.2060726455302,5.67675380226828,2.77258872223978
"prima bayu apartment","klang","selangor",370000,321,16,0,"apartment",1,0,1,12.8212582846204,5.77144112313002,2.77258872223978
"tasik heights apartment","bandar tasik selatan","kuala lumpur",290000,332,16,0,"apartment",0,1,0,12.5776362019627,5.80513496891649,2.77258872223978
"pangsapuri subang suria","sungai buloh","selangor",270000,342,16,0,"apartment",0,1,0,12.5061772379805,5.8348107370626,2.77258872223978
"sd tiara apartment","bandar sri damansara","selangor",322500,384,16,0,"apartment",1,0,1,12.683858415218,5.95064255258773,2.77258872223978
"desa pinang 2","jelutong","penang",257500,423,16,0,"flat",0,1,0,12.4587749990859,6.04737217904628,2.77258872223978
"cybersquare","cyberjaya","selangor",250000,476,16,0,"service residence",1,0,1,12.4292161968444,6.16541785423142,2.77258872223978
"idaman seroja","sungai ara","penang",249000,383,16,0,"apartment",1,0,1,12.4252081754468,5.94803498918065,2.77258872223978
"vim 3 @ desa park north","kepong","kuala lumpur",412500,774,16,0,"service residence",0,1,0,12.9299914847569,6.65157187358973,2.77258872223978
"desa bayan apartment","bayan lepas","penang",345000,486,16,0,"apartment",1,0,1,12.7512996960135,6.18620862390049,2.77258872223978
"rumah pangsa akasia","ulu tiram","johor",135000,232,16,0,"flat",1,0,1,11.8130300574206,5.44673737166631,2.77258872223978
"pearl avenue","kajang","selangor",330000,301,16,0,"condominium",1,0,1,12.7068479334427,5.70711026474888,2.77258872223978
"taman tun teja","rawang","selangor",215000,264,16,0,"flat",0,1,0,12.2783933071098,5.57594910314632,2.77258872223978
"desa intan","ayer itam","penang",195000,307,16,0,"flat",1,0,1,12.1807548375459,5.7268477475872,2.77258872223978
"vista angkasa","pantai","kuala lumpur",330000,406,16,0,"apartment",0,1,0,12.7068479334427,6.00635315960173,2.77258872223978
"desa green","jelutong","penang",307500,439,16,0,"apartment",1,0,1,12.6362303662287,6.08449941307517,2.77258872223978
"regency heights condo","sungai ara","penang",502500,396,16,0,"condominium",1,0,1,13.1273509189154,5.98141421125448,2.77258872223978
"golden hills resort (amber court apartment)","genting highlands","pahang",211500,232,16,0,"apartment",1,0,1,12.2619802774685,5.44673737166631,2.77258872223978
"taman suria","penampang","sabah",250000,326,16,0,"flat",0,1,0,12.4292161968444,5.78689738136671,2.77258872223978
"skyridge garden","tanjong tokong","penang",835000,633,16,0,"condominium",1,0,1,13.635187003833,6.45047042214418,2.77258872223978
"seri kasturi apartments","setia alam","selangor",390000,407,16,0,"apartment",1,0,1,12.8739020181058,6.00881318544259,2.77258872223978
"bandar baru uda","johor bahru","johor",161500,289,16,0,"flat",0,1,0,11.9922604216448,5.66642668811243,2.77258872223978
"austin suites (permata austin)","tebrau","johor",330000,462,16,0,"apartment",1,0,1,12.7068479334427,6.13556489108174,2.77258872223978
"putra majestik","jalan ipoh","kuala lumpur",5e+05,494,16,0,"service residence",1,0,1,13.1223633774043,6.20253551718792,2.77258872223978
"seri baiduri","setia alam","selangor",357500,386,16,0,"apartment",1,0,1,12.7868906411162,5.95583736946483,2.77258872223978
"ocean view resort","port dickson","negeri sembilan",84000,111,16,1,"condominium",1,0,1,11.3385720778255,4.70953020131233,2.77258872223978
"the tamarind","tanjong tokong","penang",855000,767,16,0,"service residence",1,0,1,13.6588567479189,6.64248680136726,2.77258872223978
"delima intan apartment","bukit minyak","penang",280000,356,16,0,"apartment",1,0,1,12.5425448821514,5.87493073085203,2.77258872223978
"taman jati","kulim","kedah",120000,206,16,0,"flat",1,0,1,11.6952470217642,5.32787616878958,2.77258872223978
"taman kajang perdana","kajang","selangor",42000,64,16,0,"flat",0,1,0,10.6454248972655,4.15888308335967,2.77258872223978
"endah ria","sri petaling","kuala lumpur",307500,320,16,0,"condominium",0,1,0,12.6362303662287,5.76832099579377,2.77258872223978
"putatan platinum apartment","penampang","sabah",294000,346,16,0,"apartment",1,0,1,12.5913350463208,5.84643877505772,2.77258872223978
"aragreens","ara damansara","selangor",1672200,874,16,0,"service residence",1,0,1,14.3296506826981,6.77308037565554,2.77258872223978
"vista mutiara","kepong","kuala lumpur",379000,364,16,0,"apartment",0,1,0,12.8452914840646,5.89715386763674,2.77258872223978
"taman pinggiran putra seksyen 2","seri kembangan","selangor",590000,291,15,1,"terrace house",0,1,0,13.2878778158819,5.67332326717149,2.70805020110221
"taman amanah","tanjong duabelas","selangor",425000,278,15,0,"terrace house",1,0,1,12.9598444479066,5.62762111369064,2.70805020110221
"taman desa indah","nilai","negeri sembilan",393000,239,15,0,"terrace house",1,0,1,12.8815648908514,5.47646355193151,2.70805020110221
"taman tunku sarina","jitra","kedah",325000,182,15,0,"terrace house",1,0,1,12.6915804613119,5.2040066870768,2.70805020110221
"ss17","subang jaya","selangor",880000,471,15,0,"terrace house",1,0,1,13.6876771864544,6.15485809401642,2.70805020110221
"nusari aman 1","bandar sri sendayan","negeri sembilan",345000,247,15,0,"terrace house",1,0,1,12.7512996960135,5.50938833662798,2.70805020110221
"hill park home","kajang","selangor",6e+05,407,15,1,"terrace house",1,0,1,13.3046849341983,6.00881318544259,2.70805020110221
"taman bukit skudai @ d carlton heights","skudai","johor",1050000,415,15,0,"cluster house",1,1,1,13.8643007221337,6.0282785202307,2.70805020110221
"p/l 2366, 2367, 3694, 3752 & 4169","kuantan","pahang",468880,305,15,0,"terrace house",1,0,1,13.0581021511503,5.72031177660741,2.70805020110221
"taman sri mewah, meru","kapar","selangor",610000,441,15,0,"terrace house",1,0,1,13.3212142361495,6.08904487544685,2.70805020110221
"kota seribong","padang enggang","kelantan",470000,361,15,0,"terrace house",0,1,0,13.0604879736862,5.88887795833288,2.70805020110221
"taman tasek gelugor utama (scientex)","tasek gelugor","penang",310000,294,15,0,"terrace house",1,0,1,12.6443275764613,5.68357976733868,2.70805020110221
"regent park","miri","sarawak",338888,233,15,0,"terrace house",0,1,0,12.7334249482931,5.4510384535657,2.70805020110221
"taman seri wawasan 3","teras","pahang",538000,299,15,0,"terrace house",1,0,1,13.1956138391439,5.70044357339069,2.70805020110221
"taman platinum (residensi gate)","dengkil","selangor",737800,460,15,0,"terrace house",1,0,1,13.5114280641447,6.13122648948314,2.70805020110221
"salak south garden (taman salak selatan)","salak selatan","kuala lumpur",550000,349,15,0,"terrace house",1,0,1,13.2176735572087,5.85507192220243,2.70805020110221
"taman karisma impian","sitiawan","perak",298800,193,15,0,"terrace house",1,0,1,12.6075297322408,5.26269018890489,2.70805020110221
"pinggiran putra 4 (pl 3178)","kuantan","pahang",335000,157,15,0,"terrace house",1,0,1,12.7218858108072,5.05624580534831,2.70805020110221
"taman intan duyung","port dickson","negeri sembilan",220000,150,15,0,"terrace house",0,1,0,12.3013828253345,5.01063529409626,2.70805020110221
"taman ehsan jaya","johor bahru","johor",778000,455,15,0,"terrace house",0,1,0,13.5644818031605,6.12029741895095,2.70805020110221
"taman senawang perdana","rantau","negeri sembilan",715000,172,15,0,"bungalow",1,0,1,13.4800378216761,5.14749447681345,2.70805020110221
"taman sri perdana","lahad datu","sabah",550000,191,15,1,"semi d",0,1,0,13.2176735572087,5.25227342804663,2.70805020110221
"taman bukit flora","batu pahat","johor",245000,236,15,0,"terrace house",1,0,1,12.4090134895269,5.46383180502561,2.70805020110221
"taman kota laksamana seksyen 1","melaka city","melaka",470000,279,15,1,"town house",0,1,0,13.0604879736862,5.63121178182137,2.70805020110221
"setia pulau mutiara","bayan lepas","penang",1331000,686,15,0,"terrace house",1,0,1,14.1014410973772,6.53087762772588,2.70805020110221
"taman desa damai","bukit mertajam","penang",499800,281,15,1,"semi d",1,0,1,13.121963297383,5.63835466933375,2.70805020110221
"taman mayang lestari","jasin","melaka",285000,164,15,1,"cluster house",0,1,0,12.5602444592508,5.0998664278242,2.70805020110221
"taman sri jaya 1 & 2","kluang","johor",250000,169,15,0,"terrace house",1,0,1,12.4292161968444,5.12989871492307,2.70805020110221
"bandar baru kangkar pulai","skudai","johor",498000,239,15,1,"cluster house",0,1,0,13.1183553560068,5.47646355193151,2.70805020110221
"taman bersatu","simpang pulai","perak",199000,204,15,0,"terrace house",0,1,0,12.2010601037066,5.31811999384422,2.70805020110221
"taman bunga raya","setapak","kuala lumpur",520000,363,15,0,"terrace house",1,0,1,13.1615840905576,5.89440283426485,2.70805020110221
"pulau serai / g binjai / darat pelandang","dungun","terengganu",340000,111,15,1,"bungalow",1,0,1,12.7367008965923,4.70953020131233,2.70805020110221
"taman delima","sungai petani","kedah",260000,115,15,1,"terrace house",1,0,1,12.4684369099977,4.74493212836325,2.70805020110221
"taman maluri","cheras","kuala lumpur",780000,303,15,0,"terrace house",0,1,0,13.5670491986658,5.71373280550937,2.70805020110221
"taman intan mas i & iii","teluk intan","perak",476888,255,15,0,"terrace house",1,1,1,13.0750369414619,5.54126354515843,2.70805020110221
"taman tasik semenyih","semenyih","selangor",465000,150,15,0,"terrace house",0,1,0,13.0497926845695,5.01063529409626,2.70805020110221
"seksyen 5 - kota damansara","kota damansara","selangor",930000,528,15,0,"terrace house",0,1,0,13.7429398651294,6.26909628370626,2.70805020110221
"nusa duta","skudai","johor",1350000,397,15,1,"cluster house",1,0,1,14.1156151504146,5.98393628068719,2.70805020110221
"taman terendak permai","sungai udang","melaka",270000,175,15,0,"terrace house",1,0,1,12.5061772379805,5.16478597392351,2.70805020110221
"taman kantan permai","kajang","selangor",370000,361,15,0,"terrace house",0,1,0,12.8212582846204,5.88887795833288,2.70805020110221
"taman saga indah","mentakab","pahang",219000,157,15,0,"terrace house",0,1,0,12.2968270087986,5.05624580534831,2.70805020110221
"bandar dataran segar","lukut","negeri sembilan",459000,313,15,0,"terrace house",1,0,1,13.0368054890427,5.74620319054015,2.70805020110221
"taman nusa jaya mas","iskandar puteri (nusajaya)","johor",520000,325,15,0,"terrace house",1,0,1,13.1615840905576,5.78382518232974,2.70805020110221
"taman aman","kulai","johor",280000,253,15,0,"terrace house",1,0,1,12.5425448821514,5.53338948872752,2.70805020110221
"m residence 2","rawang","selangor",585000,346,15,0,"terrace house",0,1,0,13.279367126214,5.84643877505772,2.70805020110221
"taman suria (sun land residence)","ipoh","perak",548000,329,15,0,"terrace house",0,1,0,13.2140305659302,5.79605775076537,2.70805020110221
"taman kledang mas","ipoh","perak",320000,230,15,0,"terrace house",0,1,0,12.6760762747759,5.4380793089232,2.70805020110221
"taman bukit rahman putra","rawang","selangor",680000,404,15,0,"terrace house",1,0,1,13.4298480771523,6.00141487796115,2.70805020110221
"taman merbau indah","triang","pahang",2e+05,154,15,0,"terrace house",1,0,1,12.2060726455302,5.03695260241363,2.70805020110221
"austra height","bintulu","sarawak",380000,340,15,0,"terrace house",0,1,0,12.8479265317026,5.82894561761021,2.70805020110221
"taman senimas","kuala pilah","negeri sembilan",199000,127,15,1,"terrace house",1,0,1,12.2010601037066,4.84418708645859,2.70805020110221
"taman pekatra indah","simpang ampat","penang",280000,201,15,0,"terrace house",0,1,0,12.5425448821514,5.30330490805908,2.70805020110221
"taman megah","batu pahat","johor",330000,195,15,0,"terrace house",1,0,1,12.7068479334427,5.27299955856375,2.70805020110221
"island park","jelutong","penang",1800000,590,15,1,"semi d",1,0,1,14.4032972228664,6.38012253689976,2.70805020110221
"taman pertam jaya","melaka city","melaka",580000,402,15,0,"terrace house",0,1,0,13.2707833825226,5.99645208861902,2.70805020110221
"taman bayu perdana","klang","selangor",560000,368,15,0,"terrace house",1,0,1,13.2356920627113,5.90808293816893,2.70805020110221
"taman bayu mutiara","bukit mertajam","penang",650000,426,15,1,"terrace house",1,0,1,13.3847276418718,6.05443934626937,2.70805020110221
"taman fajar","sandakan","sabah",320000,222,15,0,"terrace house",0,1,0,12.6760762747759,5.40267738187228,2.70805020110221
"setia indah 12","setia alam","selangor",802000,561,15,0,"terrace house",1,0,1,13.5948638868487,6.3297209055227,2.70805020110221
"indera sempurna","kuantan","pahang",220000,158,15,1,"semi d",0,1,0,12.3013828253345,5.06259503302697,2.70805020110221
"sri tanjung","puchong","selangor",430000,425,15,0,"apartment",1,0,1,12.9715404876697,6.05208916892442,2.70805020110221
"westside three","desa parkcity","kuala lumpur",1550000,1007,15,0,"condominium",1,0,1,14.2537654888954,6.91473089271856,2.70805020110221
"metropolitan square","damansara perdana","selangor",460000,445,15,0,"service residence",0,1,0,13.0389817684653,6.09807428216624,2.70805020110221
"kenanga apartment","serendah","selangor",50000,77,15,0,"flat",1,0,1,10.8197782844103,4.34380542185368,2.70805020110221
"seri austin residence (pangsapuri seri austin)","tebrau","johor",388000,436,15,0,"apartment",1,0,1,12.8687606186054,6.07764224334903,2.70805020110221
"pangsapuri palma","klang","selangor",170000,259,15,0,"apartment",1,0,1,12.0435537160324,5.55682806169954,2.70805020110221
"gravit8","port klang","selangor",380000,492,15,0,"service residence",1,0,1,12.8479265317026,6.19847871649231,2.70805020110221
"taman suria jaya","kuching","sarawak",105000,163,15,0,"flat",0,1,0,11.5617156291397,5.09375020080676,2.70805020110221
"austin regency (pangsapuri austin perdana)","tebrau","johor",380000,470,15,0,"apartment",1,0,1,12.8479265317026,6.1527326947041,2.70805020110221
"cocobay resort","port dickson","negeri sembilan",90000,124,15,0,"condominium",1,0,1,11.4075649493124,4.82028156560504,2.70805020110221
"sutramas","puchong","selangor",320000,376,15,0,"apartment",1,0,1,12.6760762747759,5.92958914338989,2.70805020110221
"one imperial","sungai ara","penang",575000,494,15,0,"condominium",1,0,1,13.2621253197795,6.20253551718792,2.70805020110221
"regalia residence","kl city","kuala lumpur",616505,679,15,0,"service residence",1,0,1,13.3318217118537,6.5206211275587,2.70805020110221
"flat taman pelangi indah","ulu tiram","johor",150000,228,15,0,"flat",1,0,1,11.9183905730784,5.42934562895444,2.70805020110221
"damiana","ulu bernam","perak",163000,230,15,0,"apartment",1,0,1,12.0015054797889,5.4380793089232,2.70805020110221
"taman seruling emas","sungai jawi","penang",55000,100,15,0,"flat",1,0,1,10.9150884642146,4.60517018598809,2.70805020110221
"damansara foresta","bandar sri damansara","selangor",690000,452,15,0,"condominium",1,0,1,13.4444468765734,6.11368217983223,2.70805020110221
"impian meridian","subang jaya","selangor",595000,551,15,0,"service residence",1,0,1,13.2963166845278,6.31173480915291,2.70805020110221
"taman ltat","bukit jalil","kuala lumpur",220000,304,15,0,"apartment",0,1,0,12.3013828253345,5.71702770140622,2.70805020110221
"taman perkasa","hulu langat","selangor",225000,299,15,0,"flat",1,0,1,12.3238556811866,5.70044357339069,2.70805020110221
"m'tiara","johor bahru","johor",420000,420,15,0,"apartment",0,1,0,12.9480099902596,6.04025471127741,2.70805020110221
"mont residence","tanjong tokong","penang",760000,795,15,0,"condominium",1,0,1,13.5410737122625,6.67834211465433,2.70805020110221
"pd tiara bay","pasir panjang","negeri sembilan",53000,130,15,0,"apartment",1,0,1,10.8780471925343,4.86753445045558,2.70805020110221
"corus paradise resort","port dickson","negeri sembilan",160000,219,15,0,"condominium",0,1,0,11.982929094216,5.3890717298165,2.70805020110221
"gurney park condominium","gurney","penang",657000,744,15,0,"condominium",1,0,1,13.3954392974667,6.61204103483309,2.70805020110221
"delta heights","penampang","sabah",350000,375,15,0,"apartment",0,1,0,12.7656884334656,5.92692602597041,2.70805020110221
"vista ilmu","kota samarahan","sarawak",180000,240,15,0,"apartment",0,1,0,12.1007121298723,5.48063892334199,2.70805020110221
"sri lavender apartment","kajang","selangor",3e+05,287,15,0,"apartment",1,0,1,12.6115377536383,5.65948221575962,2.70805020110221
"n-park condominium","gelugor","penang",330000,471,15,0,"condominium",1,0,1,12.7068479334427,6.15485809401642,2.70805020110221
"seri maju & sepangar ria","kota kinabalu","sabah",172000,265,15,0,"apartment",0,1,0,12.0552497557956,5.57972982598622,2.70805020110221
"taman sri sentosa","jalan klang lama (old klang road)","kuala lumpur",180000,257,15,0,"flat",0,1,0,12.1007121298723,5.54907608489522,2.70805020110221
"taman pandan perdana","ampang","selangor",150000,232,15,0,"flat",0,1,0,11.9183905730784,5.44673737166631,2.70805020110221
"kinrara mas","bukit jalil","kuala lumpur",380000,319,15,0,"condominium",1,0,1,12.8479265317026,5.76519110278484,2.70805020110221
